Term,PMI,NPMI,CoocCount,TermFreq,InTermFreq
分析家,5.726480888634873,0.6712143482315592,6,7,85
空海一体战,5.092174208097861,0.6348792060581134,10,22,85
介入,3.80466829115862,0.6292226671856523,72,574,85
费舍尔,5.321015780526708,0.595392486189339,4,7,85
陆海空天网,5.475166460353967,0.5685451028451591,2,3,85
海上长城,5.475166460353967,0.5685451028451591,2,3,85
垫船,5.475166460353967,0.5685451028451591,2,3,85
过去五年,5.475166460353967,0.5685451028451591,2,3,85
能打胜仗,5.475166460353967,0.5685451028451591,2,3,85
加里宁,5.475166460353967,0.5685451028451591,2,3,85
日本预警机,5.475166460353967,0.5685451028451591,2,3,85
不首先使用核武器政策,5.475166460353967,0.5685451028451591,2,3,85
多域特遣部队,5.033333708074927,0.5456383171926631,3,7,85
非对称武器,5.1874843879021855,0.5386719958532243,2,4,85
增加投资,5.1874843879021855,0.5386719958532243,2,4,85
大动干戈,5.1874843879021855,0.5386719958532243,2,4,85
缩略语,5.1874843879021855,0.5386719958532243,2,4,85
国际维和,5.1874843879021855,0.5386719958532243,2,4,85
商级核潜艇,5.1874843879021855,0.5386719958532243,2,4,85
拥有量,5.1874843879021855,0.5386719958532243,2,4,85
垂直导弹,5.1874843879021855,0.5386719958532243,2,4,85
超远,5.1874843879021855,0.5386719958532243,2,4,85
频繁出现,5.1874843879021855,0.5386719958532243,2,4,85
布莱恩,5.1874843879021855,0.5386719958532243,2,4,85
可信,4.340186527514982,0.5341072381296518,9,42,85
投射,4.117042976200772,0.525241821035005,12,70,85
事力量,4.545630501729791,0.5216561170602794,5,19,85
集火,4.964340836587976,0.5155006138961963,2,5,85
看出来,4.964340836587976,0.5155006138961963,2,5,85
反弹道导弹系统,4.964340836587976,0.5155006138961963,2,5,85
核反击,4.964340836587976,0.5155006138961963,2,5,85
切中,4.964340836587976,0.5155006138961963,2,5,85
格勒,4.964340836587976,0.5155006138961963,2,5,85
智能化,4.305095207703712,0.5046103759201601,6,29,85
北部印度洋,5.1874843879021855,0.5025033679561212,1,2,85
美国哈德逊研究所,5.1874843879021855,0.5025033679561212,1,2,85
定额,5.1874843879021855,0.5025033679561212,1,2,85
闪击战,5.1874843879021855,0.5025033679561212,1,2,85
隐形轰炸机,5.1874843879021855,0.5025033679561212,1,2,85
挺身而出,5.1874843879021855,0.5025033679561212,1,2,85
乔纳森,5.1874843879021855,0.5025033679561212,1,2,85
互疑,5.1874843879021855,0.5025033679561212,1,2,85
联合导弹,5.1874843879021855,0.5025033679561212,1,2,85
空面,5.1874843879021855,0.5025033679561212,1,2,85
日本防卫省防卫研究所,5.1874843879021855,0.5025033679561212,1,2,85
联合部队,4.354575264967082,0.49973063655416683,5,23,85
奇点,4.782019279794022,0.4965682163136017,2,6,85
